,id,name,kor_name,description,kor_description,citation_uri,positive_examples,child_ids,restrictions
264,/m/01lyv,Country,컨트리,"A genre of United States popular music with origins in folk, Blues and Western music, often consisting of ballads and dance tunes with generally simple forms and harmonies accompanied by mostly string instruments such as banjos, electric and acoustic guitars, dobros, and fiddles as well as harmonicas.","민요, 블루스, 서양음악에서 기원한 미국 대중음악의 한 장르로, 일반적으로 단순한 형태와 하모니를 가진 발라드와 댄스곡으로 구성되며, 주로 밴조, 전기 및 어쿠스틱 기타, 도브로, 핀들 및 하모니아와 같은 현악기가 동반된다.",http://en.wikipedia.org/wiki/Country_music,[],"['/m/015y_n', '/m/0gg8l']",[]
265,/m/015y_n,Swing music,스윙,"A form of American music that dominated in the 1930s and 1940s, using a strong rhythm section of double bass and drums as the anchor, a lead section of brass, woodwind, and sometimes stringed instruments, medium to fast tempos, and a ""lilting"" swing time rhythm.","1930년대와 1940년대에 지배적이었던 미국 음악의 한 형태로, 더블 베이스와 드럼의 강한 리듬 섹션, 브라스, 목관악기, 때로는 현악기의 리드 섹션, 중간에서 빠른 템포, 그리고 ""릴팅"" 스윙 타임 리듬을 사용했다.",http://en.wikipedia.org/wiki/Swing_music,[],[],[]
266,/m/0gg8l,Bluegrass,블루 그래스,"A form of American roots music from the Appalachias with mixed roots in Irish, Scottish, Welsh, and English traditional music, later influenced by the music of African-Americans through incorporation of jazz elements.","아일랜드, 스코틀랜드, 웨일스, 영국 전통음악에 혼합된 어팔래치아에서 유래한 미국 음악의 한 형태이며, 후에 재즈 요소를 통합함으로써 아프리카계 미국인들의 음악에 영향을 받았다.",http://en.wikipedia.org/wiki/Bluegrass_music,[],[],[]
267,/m/02x8m,Funk,펑크,"A music genre that originated in the 1960s when African American musicians created a rhythmic, danceable new form of music that de-emphasized melody and chord progressions to bring a strong rhythmic groove of a bass line and drum part to the foreground.",1960년대에 아프리카계 미국인 음악가들이 베이스 라인과 드럼 파트의 강한 리듬감 있는 그루브를 전면에 내세우기 위해 멜로디와 화음의 진행을 강조하는 리듬감 있고 춤출 수 있는 새로운 형태의 음악을 만들면서 시작된 음악 장르이다.,http://en.wikipedia.org/wiki/Funk,[],[],[]
268,/m/02w4v,Folk music,민속 음악,A genre that evolved from traditional music during the 20th century folk revival. One meaning often given is that of old songs with no known composers; another is music that has been transmitted and evolved by a process of oral transmission or performed by custom over a long period of time.,"20세기 민속 부흥기 동안 전통 음악에서 진화한 장르. 종종 주어지는 한 가지 의미는 작곡가가 알려지지 않은 오래된 노래의 의미이며, 또 다른 의미는 구술적 전달의 과정에 의해 전달되고 진화되거나 오랜 기간에 걸쳐 관습에 의해 연주된 음악이다.",http://en.wikipedia.org/wiki/Folk_music,[],[],[]
269,/m/06j64v,Middle Eastern music,중동 음악,"Music originating from the vast region from Morocco to Iran, including the Arabic countries of the Middle East and North Africa, the Iraqi traditions of Mesopotamia, Iranian traditions of Persia, the Hebrew music of Israel, Armenian music, the varied traditions of Cypriot music, the music of Turkey, traditional Assyrian music, Berbers of North Africa, and Coptic Christians in Egypt.","모로코에서 이란에 이르는 광활한 지역에서 시작된 음악. 중동과 북아프리카의 아랍 국가, 메소포타미아의 이라크 전통, 페르시아의 이란 전통, 이스라엘의 히브리 음악, 아르메니아 음악, 키프로스 음악의 다양한 전통, 터키의 음악, 전통적인 아시리아 음악, 북아프리카의 베르베르, 그리고 이집트의 콥트 기독교 음악을 모두 포함한다.",http://en.wikipedia.org/wiki/Middle_Eastern_music,[],[],[]
270,/m/03_d0,Jazz,재즈,"A music genre that originated from African American communities of New Orleans during the late 19th and early 20th centuries in the form of independent traditional and popular musical styles, all linked by the common bonds of African American and European American musical parentage with a performance orientation.","19세기 후반부터 20세기 초까지 뉴올리언스의 아프리카계 미국인 공동체에서 유래한 음악 장르로, 독립적인 전통적이고 대중적인 음악 스타일의 형태로, 모두 아프리카계 미국인들과 유럽계 미국인 음악계의 공통적인 결합과 공연 지향에 의해 연결된다.",http://en.wikipedia.org/wiki/Jazz,[],[],[]
271,/m/026z9,Disco,디스코,"A genre of dance music containing elements of funk, soul, pop, and salsa that achieved popularity during the mid-1970s to the early 1980s.","펑크, 소울, 팝, 살사의 요소를 포함하는 댄스 음악의 한 장르로 1970년대 중반에서 1980년대 초에 인기를 얻었다.",http://en.wikipedia.org/wiki/Disco,[],[],[]
272,/m/0ggq0m,Classical music,클래식,"Art music produced or rooted in the traditions of Western music, including both liturgical and secular music, over the broad span of time from roughly the 11th century to the present day.",대략 11세기부터 오늘날까지 광범위한 기간에 걸쳐 전례음악과 세속음악을 포함하는 서양음악.,http://en.wikipedia.org/wiki/Classical_music,[],['/m/05lls'],[]
273,/m/05lls,Opera,오페라,"An art form in which singers and musicians perform a dramatic work combining text and musical score, usually in a theatrical setting.",가수와 음악가가 텍스트와 악보를 결합한 극적인 작업을 수행하는 예술 형식. 보통 연극 환경에서 이루어진다.,http://en.wikipedia.org/wiki/Opera,[],[],[]
274,/m/02lkt,Electronic music,일렉트로닉 음악,A large set of predominantly popular and dance genres in which synthesizers and other electronic instruments are the primary sources of sound.,신시사이저와 기타 전자 악기가 주요 음원이 되는 인기 있는 댄스 장르의 대규모 집합이다.,,[],"['/m/03mb9', '/m/07gxw', '/m/07s72n', '/m/029h7y', '/m/0283d', '/m/0m0jc', '/m/08cyft', '/m/0fd3y', '/m/07lnk', '/m/0m0fw', '/m/0bmfpc']",[]
275,/m/03mb9,House music,하우스 음악,"A genre of electronic dance music originating in Chicago in the early 1980s which is generally dance-based music characterized by repetitive 4/4 beats, rhythms mainly provided by drum machines, off-beat hi-hat cymbals, and synthesized basslines.","1980년대 초 시카고에서 시작된 일렉트로닉 댄스 음악의 한 장르로, 일반적으로 반복적인 4/4박자, 드럼 머신에 의해 제공되는 리듬, 오프비트 하이햇 심벌즈, 합성 베이스라인으로 특징지어진다.",http://en.wikipedia.org/wiki/House_music,[],[],[]
276,/m/07gxw,Techno,테크노,"A form of electronic dance music that emerged in Detroit during the mid-to-late 1980s, resulting from the melding of African American music including with electronic music by artists such as Kraftwerk, Giorgio Moroder, and Yellow Magic Orchestra.","1980년대 중반부터 후반까지 디트로이트에서 등장한 일렉트로닉 댄스 음악의 한 형태로서, 크래프트베르크, 조르지오 모로더, 옐로 매직 오케스트라와 같은 아티스트들의 일렉트로닉 음악과 함께 아프리카계 미국인 음악의 융합에서 비롯되었다.",http://en.wikipedia.org/wiki/Techno,[],[],[]
277,/m/07s72n,Dubstep,덥스텝,"A genre of electronic dance music that originated in South London in the late 1990s which generally features sparse, syncopated drum and percussion patterns with bass lines that contain prominent sub bass frequencies.","1990년대 후반 사우스 런던에서 시작된 일렉트로닉 댄스 음악의 한 장르로, 일반적으로 희박하고 싱코페이션된 드럼과 두드러진 서브베이스 주파수를 포함하는 베이스 라인이 있는 타악기 패턴을 특징으로 한다.",http://en.wikipedia.org/wiki/Dubstep,[],[],[]
278,/m/029h7y,Electro,일렉트로(음악),"A genre of electronic music and early hip hop influenced by funk and German and Japanese electropop which typically features drum machines and heavy electronic sounds, usually without vocals. If vocals are present they are delivered in a deadpan manner, often through electronic distortion such as vocoding and talkboxing.","펑크와 독일 및 일본 일렉트로팝의 영향을 받은 일렉트로닉 음악과 초기 힙합의 한 장르로, 일반적으로 드럼 머신과 무거운 일렉트로닉 사운드가 특징이며, 보통 보컬이 없다. 보컬이 존재할 경우, 종종 보컬 코딩과 토크박싱과 같은 전자 왜곡을 통해 데드팬 방식으로 전달된다.",http://en.wikipedia.org/wiki/Electro_(music),[],[],['blacklist']
279,/m/0283d,Drum and bass,드럼 앤 베이스,"A genre of electronic music that emerged from rave and oldschool jungle scenes in England during the early 1990s characterized by fast, syncopated breakbeats with heavy bass and sub-bass lines, sampled sources, and synthesizers.","1990년대 초 영국의 레이브와 올드 스쿨 정글 장면에서 등장한 일렉트로닉 음악의 한 장르로, 헤비 베이스와 서브 베이스 라인과 샘플링된 소스, 신시사이저와 함께 빠르고 싱코파이트된 브레이크 비트가 특징이다.",http://en.wikipedia.org/wiki/Drum_and_bass,[],['/m/01f9gb'],[]
280,/m/01f9gb,Oldschool jungle,올드스쿨 정글,"A genre of electronic music that developed in England in the early 1990s characterized by fast tempos, relatively slow and lyrical reggae-derived basslines, breakbeats, and heavily syncopated percussive loops, samples, and synthesized effects.","1990년대 초 영국에서 발전한 전자 음악 장르로 빠른 템포, 비교적 느리고 서정적인 레게에서 유래된 베이스라인, 브레이크 비트, 심하게 싱코페이션된 충돌 루프, 샘플, 합성 효과 등이 특징이다.",http://en.wikipedia.org/wiki/Oldschool_jungle,[],[],['blacklist']
281,/m/0m0jc,Electronica,일렉트로니카,"An umbrella term that encompasses a broad group of electronic-based styles such as techno, house, ambient, drum and bass, jungle, and industrial dance, among others.","테크노, 하우스, 앰비언트, 드럼 앤 베이스, 정글, 인더스트리얼 댄스와 같은 광범위한 전자 기반 스타일을 포괄하는 포괄적 장르이다.",http://en.wikipedia.org/wiki/Electronica,[],[],[]
282,/m/08cyft,Electronic dance music,EDM,"A broad range of percussive electronic music genres including techno, house, trance, drum and bass, dubstep, and Jersey club produced largely for nightclubs, raves, and festivals, or by disc jockeys in the context of a live mix.","주로 나이트클럽, 레이브, 페스티벌, 또는 라이브 믹스의 맥락에서 디스크 자키들에 의해 제작된 테크노, 하우스, 트랜스, 드럼 앤 베이스, 더브스텝, 저지 클럽을 포함한 광범위한 타악기 전자 음악 장르들.",http://en.wikipedia.org/wiki/Electronic_dance_music,[],[],[]
283,/m/0fd3y,Ambient music,환경 음악,A genre of music that developed in England in the 1970s from experimental and synthesizer-oriented styles which puts an emphasis on tone and atmosphere over traditional musical structure or rhythm.,1970년대 영국에서 발전된 전통적인 음악 구조나 리듬보다 음색과 분위기를 강조하는 실험적이고 신시사이저 지향적인 스타일에서 발전한 음악 장르이다.,http://en.wikipedia.org/wiki/Ambient_music,[],['/m/052smk'],[]
284,/m/052smk,Drone music,드론 음악,"A minimalist genre of music that emphasizes the use of sustained or repeated sounds, notes, or tone-clusters with relatively slight harmonic variations.","미니멀리즘 음악의 한 장르로, 지속되거나 반복되는 소리, 음표 또는 음조의 사용을 강조하며, 상대적으로 약간의 화음 변화를 가지고 있다.",http://en.wikipedia.org/wiki/Drone_music,[],[],['blacklist']
285,/m/07lnk,Trance music,트랜스 음악,"A genre of electronic dance music that developed in Germany during the 1990s characterized by a tempo between 125 and 150 beats per minute, repeating melodic phrases, and a musical form that distinctly builds tension throughout a track by mixing layers with distinctly foreshadowed build-up and release.","1990년대 독일에서 발전한 일렉트로닉 댄스 음악의 한 장르는 분당 125~150박자 사이의 템포와 멜로디적인 구절을 반복하며, 빌드업과 릴리즈가 뚜렷이 예고된 레이어를 섞어 트랙 전체에 걸쳐 긴장감을 뚜렷하게 고조시키는 음악적 형태를 특징으로 한다.",http://en.wikipedia.org/wiki/Trance_music,[],[],[]
286,/m/0m0fw,Noise music,노이즈 음악,A genre of music that challenges the distinction between musical and non-musical sound with the expressive use of acoustically or electronically generated noise.,음향 또는 전자적으로 생성된 노이즈를 표현적으로 사용하여 음악적 소리와 비음악적 소리의 구별에 도전하는 음악 장르이다.,http://en.wikipedia.org/wiki/Noise_music,[],[],['blacklist']
287,/m/0bmfpc,UK garage,영국 가라지,"A genre of electronic music from England in the early 1990s that featuress a tempo around 130 beats per minute with a distinctive 4/4 percussive rhythm, syncopated hi-hats, cymbals, and snares, and occasionally beat-skipping kick drums and altered vocal samples.","1990년대 초 영국의 일렉트로닉 음악 장르로 분당 130박자 정도의 템포에 4/4의 타악 리듬, 싱코페이트 하이햇, 심벌즈, 올가미, 그리고 때때로 박자를 건너뛰는 킥 드럼과 변형된 보컬 샘플이 특징이다.",http://en.wikipedia.org/wiki/UK_garage,[],[],['blacklist']
288,/m/0g293,Music of Latin America,라틴 아메리카 음악,"Music originating from Latin America which encompasses a wide variety of styles, including son, rumba, salsa, merengue, tango, samba, and bossa nova.","son, 룸바, 살사, 메렝게, 탱고, 삼바, 보사노바 등 다양한 스타일을 아우르는 라틴 아메리카의 음악 장르.",http://en.wikipedia.org/wiki/Music_of_Latin_America,[],"['/m/02ccj9', '/m/0ln16', '/m/0kpck', '/m/080nby', '/m/05q7ms', '/m/0326g']",[]
289,/m/02ccj9,Cumbia,쿰비아,"A dance-oriented music genre popular throughout Latin America which began as a courtship dance practiced among the African population on the Caribbean coasts of Colombia and Panama but later mixed with Amerindian and European instruments, steps, and musical characteristics.","라틴 아메리카 전역에서 유행하는 댄스 지향 음악 장르로, 처음에는 콜롬비아와 파나마 등 카리브해 연안에서 아프리카인들 사이에서 행해지던 구애 춤으로 시작되었으나 나중에는 아메리카와 유럽의 악기, 스텝, 음악적 특성이 혼합되었다.",http://en.wikipedia.org/wiki/Cumbia,[],[],['blacklist']
290,/m/0ln16,Salsa music,살사,"A genre of music that is based largely on Cuban, Puerto Rican, and Dominican popular dance music, occasionally incorporating elements of rock, R&B, and funk.","쿠바, 푸에르토리코, 도미니카 등의 대중 댄스 음악을 기반으로 하는 음악 장르. 때때로 록, R&B, 펑크의 요소들을 통합하기도 한다.",http://en.wikipedia.org/wiki/Salsa_music,[],[],[]
291,/m/0kpck,Soca music,소카,"A genre of Caribbean music that originated in Trinidad and Tobago in the late 1970s as an offshoot of kaiso and calypso, with influences from cadence, funk, and soul.","1970년대 후반 트리니다드 토바고에서 카이소와 칼립소의 분파로 시작된 카리브해 음악의 한 장르로, 케이던스, 펑크, 소울의 영향을 받았다.",http://en.wikipedia.org/wiki/Soca_music,[],[],['blacklist']
292,/m/080nby,Kuduro,쿠두로,"A type of music and dance developed in Angola in the 1980s sampled from traditional Caribbean carnival music and Angolan semba around a fast, energetic 4/4 beat.",1980년대에 앙골라에서 개발된 음악과 춤의 한 종류는 전통적인 카리브해 카니발 음악과 앙골라 셈바에서 빠르고 활기찬 4/4박자를 샘플링했다.,http://en.wikipedia.org/wiki/Kuduro,[],[],['blacklist']
293,/m/05q7ms,Funk carioca,펑크 카리오카,"A type of dance music originally from Rio de Janeiro derived from Miami bass and African style music, also known as favela funk and baile funk.","마이애미 베이스와 아프리카 스타일의 음악에서 유래한 리우데자네이루에서 유래한 댄스 음악의 한 종류이며, 파벨라 펑크 및 베일 펑크라고도 한다.",http://en.wikipedia.org/wiki/Funk_carioca,[],[],['blacklist']
294,/m/0326g,Flamenco,플라멩코,"A genre originating in Andalusian music and dance styles which includes cante, toque, baile, jaleo, palmas, and pitos.","칸테, 토크, 베일, 잘레오, 팔마스, 피토를 포함하는 안달루시아 음악과 춤 스타일에서 기원한 장르이다.",http://en.wikipedia.org/wiki/Flamenco,[],[],[]
295,/m/0155w,Blues,블루스,"A genre and musical form developed by African Americans in the United States around the end of the 19th century from African-American work songs and European-American folk music. The blues form, ubiquitous in jazz and rock and roll, is characterized by the call-and-response pattern, the blues scale and specific chord progressions, of which the twelve-bar blues is the most common. Blues shuffles or walking bass reinforce the trance-like rhythm and form a repetitive groove effect.","19세기 말 미국의 흑인들에 의해 아프리카계 미국인 작업곡과 유럽계 미국인 포크 음악으로부터 발전된 장르와 음악적 형태이다. 재즈와 로큰롤에서 유비쿼터스한 블루스 형태는 호출과 응답 패턴, 블루스 스케일과 특정한 화음 진행으로 특징지어지는데, 그중에서 12바 블루스가 가장 흔하다. 블루스 셔플이나 워킹 베이스는 무아지경 같은 리듬을 강화하고 반복적인 그루브 효과를 형성한다.",http://en.wikipedia.org/wiki/Blues,[],[],[]
296,/m/05fw6t,Music for children,어린이를 위한 음악,"Music performed for children, often designed to provide an entertaining means of teaching about cultures, good behavior, facts, and skills.","종종 문화, 좋은 행동, 사실, 그리고 기술에 대해 가르치는 재미있는 방법을 제공하기 위해 고안된 어린이를 위해 공연 음악.",http://en.wikipedia.org/wiki/Children's_music,[],[],[]
297,/m/02v2lh,New-age music,뉴에이지 음악,"A genre of music intended to create artistic inspiration, relaxation, and optimism used by listeners for yoga, massage, meditation, and reading as a method of stress management or to create a peaceful atmosphere. Includes both electronic and acoustic forms.","요가, 마사지, 명상, 독서를 위해 듣는 사람들이 스트레스 관리 또는 평화로운 분위기를 조성하기 위해 사용하는 예술적 영감, 휴식, 낙관주의를 창조하기 위한 음악 장르이다. 전자 및 음향 형태를 모두 포함한다.",http://en.wikipedia.org/wiki/New-age_music,[],[],[]
298,/m/0y4f8,Vocal music,보컬 음악,"Music performed by one or more singers, with or without instrumental accompaniment, in which singing provides the main focus of the piece.","반주의 유무에 관계 없이 한 명 이상의 가수에 의해 연주되는 음악으로, 노래는 작품의 주요한 요소가 된다.",http://en.wikipedia.org/wiki/Vocal_music,[],"['/m/0z9c', '/m/02bk07', '/m/02cz_7']",[]
299,/m/0z9c,A capella,아카펠라,Group or solo singing without instrumental accompaniment.,악기 반주가 없는 그룹이나 솔로 노래.,http://en.wikipedia.org/wiki/A_cappella,[],[],[]
300,/m/0164x2,Music of Africa,아프리카 음악,"Music whose style or form clearly indicates African origin or primarily African influence. Given the vastness of the continent, this covers many distinct musical traditions. Sub-Saharan African music frequently relies on percussion instruments including xylophones, drums, and tone-producing instruments such as the mbira or ""thumb piano.""","스타일이나 형태가 아프리카 기원 또는 주로 아프리카의 영향을 명확하게 나타내는 음악. 대륙의 광활함을 고려할 때, 이것은 많은 뚜렷한 음악적 전통을 포함한다. 사하라 이남의 아프리카 음악은 종종 실로폰, 드럼, 음비라, 엄지 피아노와 같은 음색을 내는 악기가 사용된다.",http://en.wikipedia.org/wiki/Music_of_Africa,[],"['/m/0145m', '/m/022dgg']",[]
301,/m/0145m,Afrobeat,아프로비트,"A combination of traditional Nigerian music, Ghanaian music, jazz, highlife, funk, and chanted vocals, fused with percussion and vocal styles, popularised in Africa in the 1970s.","나이지리아 전통 음악, 가나 음악, 재즈, 하이라이프, 펑크, 구호를 외치는 보컬의 조합은 타악기와 보컬 스타일로 융합되어 1970년대에 아프리카에서 대중화된 음악 장르.",http://en.wikipedia.org/wiki/Afrobeat,[],[],[]
302,/m/022dgg,Kwaito,카이토,"A music genre that emerged in South Africa, during the 1990s. It is a variant of house music featuring the use of African sounds and samples.",1990년대에 남아프리카에서 등장한 음악 장르. 아프리카의 소리와 샘플의 사용을 특징으로 하는 하우스 음악의 변형이다.,http://en.wikipedia.org/wiki/Kwaito,[],[],['blacklist']
303,/m/02mscn,Christian music,기독교 음악,"Music that has been written to express either personal or a communal belief regarding Christian life and faith. Its forms vary widely across the world, according to culture and social context.",기독교의 삶과 신앙에 관한 개인적 또는 공동의 믿음을 표현하기 위해 작곡된 음악. 그것의 형태는 문화와 사회적 맥락에 따라 전 세계에 걸쳐 매우 다양하다.,http://en.wikipedia.org/wiki/Christian_music,[],['/m/016cjb'],[]
304,/m/016cjb,Gospel music,복음 성가,"A genre of Christian music usually featuring dominant vocals with Christian lyrics. Gospel music is rooted in the black oral tradition, in which hymns and sacred songs were repeated in call and response fashion, with hand clapping and foot stomping as rhythmic accompaniment.",보통 기독교 가사와 함께 나타나는 보컬을 특징으로 한다. 복음음악은 찬송가와 성가를 부르거나 응답하는 방식으로 반복해 손뼉을 치고 발을 구르는 흑인 구전 전통에 뿌리를 두고 있다.,http://en.wikipedia.org/wiki/Gospel_music,[],[],[]
305,/m/028sqc,Music of Asia,아시아 음악,"Musical styles originating from a large number of Asian countries located in Central, Southern, and East Asia.","중앙아시아, 남부아시아, 동아시아에 위치한 많은 아시아 국가에서 유래한 음악 스타일.",http://en.wikipedia.org/wiki/Music_of_Asia,[],"['/m/015vgc', '/m/0dq0md']",[]
306,/m/015vgc,Carnatic music,카르나틱 음악,"A system of music commonly associated with the southern India, whose main emphasis is on vocal music. Although improvisation plays an important role, Carnatic music is mainly sung through compositions.","성악에 중점을 둔 남부 인도와 흔히 연관된 음악 장르이다. 즉흥연주가 중요한 역할을 하지만, 카르나틱 음악은 주로 작곡을 통해 불려진다.",http://en.wikipedia.org/wiki/Carnatic_music,[],[],[]
307,/m/0dq0md,Music of Bollywood,발리우드 음악,"Hindi film songs featured in Bollywood films. Bollywood songs, along with dance, are a characteristic motif of Hindi cinema which gives it enduring popular appeal, cultural value, and context.","발리우드 영화에 등장하는 힌디어 영화 노래. 발리우드 노래는 춤과 함께 힌두 영화의 특징적인 모티브로 지속적인 대중적 매력, 문화적 가치, 맥락을 제공한다.",http://en.wikipedia.org/wiki/Music_of_Bollywood,[],[],[]
308,/m/06rqw,Ska,스카,"A music genre that originated in Jamaica in the late 1950s, combining elements of Caribbean mento and calypso with American jazz and rhythm and blues. It is characterized by a walking bass line accented with rhythms on the off-beat.","1950년대 후반 자메이카에서 시작된 음악 장르로, 캐리비안 멘토와 칼립소의 요소들과 미국의 재즈와 리듬 앤 블루스가 결합되었다. 오프비트에 리듬이 가미된 워킹 베이스라인이 특징이다.",http://en.wikipedia.org/wiki/Ska,[],[],[]
309,/m/02p0sh1,Traditional music,전통 음악,"Musical forms that have origins many generations into the past, commonly without formal notation or description, commonly familiar to people in a given culture.","일반적으로 형식적인 표기법이나 설명 없이, 과거에 많은 세대를 기원으로 하는 음악적 형태들. 해당하는 문화권의 사람들에게 일반적으로 친숙하다.",,[],[],[]
310,/m/05rwpb,Independent music,독립 음악,"Music produced independent of major commercial record labels, possibly including a do-it-yourself approach to recording and publishing. The term indie is also used to describe music of this style regardless of actual production channel.",녹음과 출판에 대한 Do-It-Yourself 접근법을 포함하여 주요 상업 음반사와 독립적으로 제작된 음악. 인디라는 용어는 실제 제작 채널과 관계없이 이러한 스타일의 음악을 묘사하는 데에도 사용된다.,http://en.wikipedia.org/wiki/Independent_music,[],[],[]
311,/t/dd00027,Musical concepts,음악적 개념,Portmanteau class for descriptions of music sounds that reflect their abstract music-theoretical properties rather than their physical realizations.,음악의 물리적 실현보다는 추상적인 음악 이론적 특성을 반영하는 음악 사운드를 뜻한다.,,[],"['/m/074ft', '/m/09dsr', '/m/05jcn', '/m/022c7z', '/m/01gp74', '/m/0b128', '/m/021wwz', '/m/0kc2j', '/m/03w6d1']","['abstract', 'blacklist']"
312,/m/074ft,Song,노래,A musical work intended to be sung by the human voice with distinct and fixed pitches and patterns using sound and silence and a variety of forms that often include the repetition of sections.,"소리와 침묵을 이용한 뚜렷하고 고정된 음높이와 패턴, 그리고 종종 절의 반복을 포함하는 다양한 형태로 인간의 목소리에 의해 노래되도록 의도된 음악 작품.",http://en.wikipedia.org/wiki/Song,[],[],['blacklist']
313,/m/09dsr,Melody,멜로디,"A linear succession of musical tones that the listener perceives as a single entity; a combination of pitch and rhythm, also known as a tune, voice, or line.","청취자가 단일 개체로 인식하는 음악 톤의 선형적인 연속. 음높이와 리듬의 조합으로, 음높이, 목소리, 선이라고도 한다.",http://en.wikipedia.org/wiki/Melody,[],[],['blacklist']
314,/m/05jcn,Musical note,음표,"A pitched sound forming the ""atom"" of much written music.","음악의 ""원자""를 형성하는 단일 음높이 소리.",http://en.wikipedia.org/wiki/Musical_note,[],[],['blacklist']
315,/m/022c7z,Beat,비트,The basic unit of musical time -- the pulse -- of the mensural level. The beat is often defined as the rhythm listeners would tap their toes to when listening to a piece of music.,음악에서의 시간의 기본 단위. 이 박자는 종종 음악을 들을 때 발가락을 두드리는 리듬으로 정의된다.,http://en.wikipedia.org/wiki/Beat_(music),[],['/m/05xp3j'],['blacklist']
316,/m/05xp3j,Drum beat,드럼 비트,"A rhythmic pattern establishing the meter and groove through the pulse and subdivision, played on drum kits and other percussion instruments.",드럼 키트와 기타 타악기에서 연주되는 비트와 세분된 리듬을 통해 박자와 그루브 형성하는 리듬 패턴.,http://en.wikipedia.org/wiki/Drum_beat,[],[],['blacklist']
317,/m/01gp74,Chord,화음,Any musical set of usually three or more notes that is heard as if sounding simultaneously.,세 개 이상의 음이 동시에 들리는 음악 세트.,http://en.wikipedia.org/wiki/Chord_(music),[],[],['blacklist']
318,/m/0b128,Harmony,화성,"The use of simultaneous pitches or chords. Harmony is often said to refer to the ""vertical"" aspect of music, as distinguished from melodic line, or the ""horizontal"" aspect.","동시적인 음정들과 화음. 흔히 음악의 수직적 측면, 즉 멜로디 라인과 구별되는 음악의 수평적 측면을 지칭한다.",http://en.wikipedia.org/wiki/Harmony,[],[],['blacklist']
319,/m/021wwz,Bassline,베이스 라인,"The low-pitched instrumental part or line played by a rhythm section instrument such as the electric bass, double bass, cello, tuba, or keyboard in many forms of popular and other music.","일렉트릭 베이스, 더블 베이스, 첼로, 튜바 또는 키보드와 같은 리듬 섹션 악기로 연주되는 저음의 악기 부분 또는 라인.",http://en.wikipedia.org/wiki/Bassline,[],[],['blacklist']
320,/m/0kc2j,Loop,루프,"A repeating section of sound material, usually in electroacoustical music.",일반적으로 전기 음향 음악에서 사용되는 반복되는 음향 재료 부분.,http://en.wikipedia.org/wiki/Loop_(music),[],[],['blacklist']
321,/m/03w6d1,Drone,드론(음악 효과),A harmonic or monophonic effect or accompaniment where a note or chord is continuously sounded throughout most or all of a musical piece.,음표나 화음이 음악 작품의 대부분 또는 전체에 걸쳐 연속적으로 울리는 하모니 또는 단음 효과 또는 반주.,http://en.wikipedia.org/wiki/Drone_(music),[],[],['blacklist']
322,/t/dd00028,Music role,음악 역할,"Portmanteau class for categories that describe music according to its functional role. Although the genre and instrumentation of examples of each of these classes may vary widely, a listener will be able to recognize that the music is being used for a common specific purpose as stated in each class definition.","기능적 역할에 따라 음악을 설명하는 Portmanteau 클래스. 이러한 각 클래스의 예제의 장르와 악기는 매우 다양할 수 있지만, 청취자는 음악이 각 클래스의 정의에 명시된 공통적인 특정 목적을 위해 사용되고 있다는 것을 인식할 수 있다.",,[],"['/m/025td0t', '/m/02cjck', '/m/03r5q_', '/m/0l14gg', '/m/07pkxdp', '/m/01z7dr', '/m/0140xf', '/m/0ggx5q', '/m/04wptg', '/t/dd00029']",['abstract']
323,/m/025td0t,Background music,배경 음악,Styles of music or soundscapes primarily intended to be listened to passively and not meant to be the main focus of an audience.,"청중의 집중을 요구하지 않고, 주로 수동적으로 들어지도록 의도된 음악과 사운드스케이프 스타일의 음악.",http://en.wikipedia.org/wiki/Background_music,[],[],[]
324,/m/02cjck,Theme music,테마 음악,"Music often written specifically for a radio program, television program, video game, or movie, and usually played during the intro, opening credits, and/or ending credits.","라디오 프로그램, 텔레비전 프로그램, 비디오 게임 또는 영화를 위해 특별히 만들어진 음악으로, 일반적으로 인트로, 오프닝 크레딧 또는 결말 크레딧에서 재생되는 음악.",http://en.wikipedia.org/wiki/Theme_music,[],[],[]
325,/m/03r5q_,Jingle (music),징글 (음악),A short song or tune used in advertising and for other commercial uses. The jingle contains one or more hooks that explicitly promote the product or service being advertised.,광고 및 기타 상업용 용도에 사용되는 짧은 노래 또는 곡. 광고되는 제품이나 서비스를 명시적으로 홍보하는 하나 이상의 후크가 포함되어 있다. ,http://en.wikipedia.org/wiki/Jingle,[],[],[]
326,/m/0l14gg,Soundtrack music,사운드 트랙 음악,"Recorded music accompanying a movie, video, TV show, video game, or the like. Although any music can be used in a soundtrack, this specifically refers to music that suggests its use to accompany images, rather than something that happens to have been used that way.","영화, 비디오, TV 쇼, 비디오 게임 등을 위해 녹음된 음악으로, 사운드 트랙으로서 사용될 수 있지만, 주로 이미지와 함께 사용하는 음악을 의미한다.",http://en.wikipedia.org/wiki/Soundtrack,[],[],[]
327,/m/07pkxdp,Lullaby,자장가,The act of singing a quiet song to lull a child to sleep.,아이를 잠들게 하기 위한 조용한 노래 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=lullaby,[],[],[]
